"STATISTIC","Statistic Label","TLIST(A1)","Year","C03037V03742","Garda Station","UNIT","VALUE"
"CJA36C01","Fraud, deception & related offences","2024","2024","11207","11207 Swanlinbar, Cavan/Monaghan Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","22506","22506 Swinford, Mayo Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","63303","63303 Swords, D.M.R. Northern Division","Number","114"
"CJA36C01","Fraud, deception & related offences","2024","2024","52407","52407 Taghmon, Wexford Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","64202","64202 Tallaght, D.M.R. Southern Division","Number","256"
"CJA36C01","Fraud, deception & related offences","2024","2024","54109","54109 Tallow, Waterford Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","34210","34210 Tarbert, Kerry Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","33508","33508 Tarelton, Cork West Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","24506","24506 Taughmaconnell, Roscommon/Longford Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","51406","51406 Templederry, Tipperary Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","51407","51407 Templemore, Tipperary Division","Number","11"
"CJA36C01","Fraud, deception & related offences","2024","2024","51408","51408 Templetuohy, Tipperary Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","64302","64302 Terenure, D.M.R. Southern Division","Number","65"
"CJA36C01","Fraud, deception & related offences","2024","2024","53313","53313 Thomastown, Kilkenny/Carlow Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","51506","51506 Thurles, Tipperary Division","Number","29"
"CJA36C01","Fraud, deception & related offences","2024","2024","33109","33109 Timoleague, Cork West Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","43108","43108 Tinahely, Wicklow Division","Number","5"
"CJA36C01","Fraud, deception & related offences","2024","2024","51606","51606 Tipperary, Tipperary Division","Number","19"
"CJA36C01","Fraud, deception & related offences","2024","2024","31406","31406 Togher, Cork City Division","Number","30"
"CJA36C01","Fraud, deception & related offences","2024","2024","51312","51312 Toomevara, Tipperary Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","34313","34313 Tralee, Kerry Division","Number","125"
"CJA36C01","Fraud, deception & related offences","2024","2024","54208","54208 Tramore, Waterford Division","Number","29"
"CJA36C01","Fraud, deception & related offences","2024","2024","42406","42406 Trim, Meath Division","Number","39"
"CJA36C01","Fraud, deception & related offences","2024","2024","23809","23809 Tuam, Galway Division","Number","53"
"CJA36C01","Fraud, deception & related offences","2024","2024","13109","13109 Tubbercurry, Sligo/Leitrim Division","Number","8"
"CJA36C01","Fraud, deception & related offences","2024","2024","21111","21111 Tulla, Clare Division","Number","3"
"CJA36C01","Fraud, deception & related offences","2024","2024","41307","41307 Tullamore, Laois/Offaly Division","Number","59"
"CJA36C01","Fraud, deception & related offences","2024","2024","53109","53109 Tullow, Kilkenny/Carlow Division","Number","12"
"CJA36C01","Fraud, deception & related offences","2024","2024","24207","24207 Tulsk, Roscommon/Longford Division","Number","4"
"CJA36C01","Fraud, deception & related offences","2024","2024","53207","53207 Urlingford, Kilkenny/Carlow Division","Number","6"
"CJA36C01","Fraud, deception & related offences","2024","2024","11108","11108 Virginia, Cavan/Monaghan Division","Number","18"
"CJA36C01","Fraud, deception & related offences","2024","2024","31304","31304 Watercourse Road, Cork City Division","Number","54"
"CJA36C01","Fraud, deception & related offences","2024","2024","54304","54304 Waterford, Waterford Division","Number","148"
"CJA36C01","Fraud, deception & related offences","2024","2024","32106","32106 Watergrasshill, Cork North Division","Number","9"
"CJA36C01","Fraud, deception & related offences","2024","2024","22606","22606 Westport, Mayo Division","Number","13"
"CJA36C01","Fraud, deception & related offences","2024","2024","52408","52408 Wexford, Wexford Division","Number","86"
"CJA36C01","Fraud, deception & related offences","2024","2024","32405","32405 Whitegate, Cork North Division","Number","1"
"CJA36C01","Fraud, deception & related offences","2024","2024","43307","43307 Wicklow, Wicklow Division","Number","39"
"CJA36C01","Fraud, deception & related offences","2024","2024","23810","23810 Williamstown, Galway Division","Number","2"
"CJA36C01","Fraud, deception & related offences","2024","2024","23508","23508 Woodford, Galway Division","Number",""
"CJA36C01","Fraud, deception & related offences","2024","2024","32406","32406 Youghal, Cork North Division","Number","24"
